transaction_type,transaction_amount,timestamp,source_account,destination_account,transaction_mode,balance_before,currency,transaction_frequency,average_transaction_value,device_type,region,balance_after,fraud_flag
CASH_OUT,2296.92,1/1/2023 7:52,Personal,Merchant,Online,9762.6,INR,45,98.09,Mobile,Germany,7465.68,0
CREDIT,2428.63,1/1/2023 7:53,Business,Merchant,Bank Transfer,8748.2,INR,43,1366.88,Tablet,UK,6319.57,0
PAYMENT,837.21,1/1/2023 7:54,Business,Business,Bank Transfer,3360.84,KES,8,1868.37,Mobile,India,2523.63,0
CREDIT,4729.03,1/1/2023 7:55,Business,Business,Online,5919.17,USD,39,512.01,Tablet,USA,1190.14,0
DEBIT,4251.38,1/1/2023 7:56,Personal,Business,Mobile,8488.24,EUR,25,1402.59,Mobile,Germany,4236.86,0
TRANSFER,3348.42,1/1/2023 7:57,Business,Merchant,Online,4468.62,INR,16,1951.45,Tablet,UK,1120.2,0
CREDIT,2316.85,1/1/2023 7:58,Personal,Business,Online,277.78,INR,35,1926.44,Tablet,Canada,0,0
CREDIT,2064.71,1/1/2023 7:59,Merchant,Personal,Bank Transfer,837.65,INR,17,508.11,Mobile,Germany,0,0
TRANSFER,3258.36,1/1/2023 8:00,Business,Business,Mobile,5152.89,INR,18,245.65,Mobile,Kenya,1894.53,0
DEBIT,2731.71,1/1/2023 8:01,Business,Business,ATM,9697.45,KES,27,339.15,Mobile,USA,6965.74,1
CASH_OUT,320.74,1/1/2023 8:02,Business,Merchant,Bank Transfer,6962.77,USD,15,1418.97,Mobile,India,6642.03,0
CREDIT,2567.39,1/1/2023 8:03,Merchant,Business,ATM,802.07,INR,17,1465.23,PC,Kenya,0,0
TRANSFER,4033.95,1/1/2023 8:04,Business,Personal,Mobile,1974.67,EUR,43,1364.76,PC,Germany,0,0
PAYMENT,2301.61,1/1/2023 8:05,Personal,Merchant,Online,7736.1,EUR,5,705.35,Tablet,UK,5434.49,0
TRANSFER,269.26,1/1/2023 8:06,Personal,Personal,POS,8430.25,GBP,16,381.07,Tablet,USA,8160.99,0
PAYMENT,3933.53,1/1/2023 8:07,Business,Merchant,POS,6215.18,INR,15,1182.48,PC,Canada,2281.65,0
DEBIT,1014.81,1/1/2023 8:08,Business,Merchant,Mobile,6479.79,INR,42,993.18,Tablet,India,5464.98,0
CASH_OUT,1300.52,1/1/2023 8:09,Merchant,Business,POS,380.54,INR,46,1471.23,Mobile,UK,0,0
TRANSFER,831.88,1/1/2023 8:10,Merchant,Personal,ATM,8302.45,INR,34,910.65,Tablet,India,7470.57,0
CREDIT,1657.77,1/1/2023 8:11,Merchant,Merchant,POS,7903.92,INR,48,710.35,Tablet,Canada,6246.15,0
DEBIT,3786.19,1/1/2023 8:12,Business,Business,Mobile,2664.45,EUR,19,622.28,Tablet,Australia,0,0
TRANSFER,2601.74,1/1/2023 8:13,Merchant,Merchant,Mobile,7115.9,USD,8,462.37,PC,USA,4514.16,0
CREDIT,1032.36,1/1/2023 8:14,Merchant,Merchant,ATM,2227.06,USD,47,568.21,PC,Germany,1194.7,0
TRANSFER,4390.37,1/1/2023 8:15,Personal,Merchant,POS,499.27,GBP,10,234.92,Tablet,India,0,0
PAYMENT,4399.11,1/1/2023 8:16,Merchant,Merchant,POS,2091.25,EUR,5,726.37,Mobile,USA,0,0
TRANSFER,4354.19,1/1/2023 8:17,Personal,Merchant,Online,1868.43,INR,48,121.31,Tablet,India,0,0
TRANSFER,1201.59,1/1/2023 8:18,Personal,Merchant,Bank Transfer,3443.71,USD,26,413.51,PC,UK,2242.12,0
TRANSFER,2261.68,1/1/2023 8:19,Merchant,Business,Mobile,4242.65,KES,22,1506.2,Mobile,India,1980.97,0
DEBIT,4925.1,1/1/2023 8:20,Personal,Merchant,Online,5134.54,KES,44,684.66,Tablet,Australia,209.44,0
TRANSFER,3862.34,1/1/2023 8:21,Business,Personal,Mobile,4819.86,KES,23,1353.06,PC,UK,957.52,0
CREDIT,145.57,1/1/2023 8:22,Business,Business,Online,2779.68,INR,13,1447.92,Mobile,UK,2634.11,0
PAYMENT,335.37,1/1/2023 8:23,Merchant,Personal,Bank Transfer,388.79,INR,9,1183.31,Tablet,USA,53.42,0
PAYMENT,2325.02,1/1/2023 8:24,Business,Merchant,Online,6090.51,GBP,49,1919.46,PC,Kenya,3765.49,0
TRANSFER,4547.01,1/1/2023 8:25,Personal,Personal,Mobile,4017.87,GBP,20,91.81,Mobile,Canada,0,0
DEBIT,2698.12,1/1/2023 8:26,Business,Merchant,POS,3056.85,GBP,28,1490.37,Tablet,India,358.73,0
DEBIT,2494.08,1/1/2023 8:27,Merchant,Merchant,Mobile,8682.72,KES,44,1919.63,Mobile,Germany,6188.64,0
CREDIT,536.31,1/1/2023 8:28,Merchant,Business,ATM,7492.76,INR,37,1731.43,Mobile,UK,6956.45,0
TRANSFER,3287.33,1/1/2023 8:29,Personal,Business,ATM,8591.88,KES,24,377.39,Mobile,Kenya,5304.55,0
PAYMENT,4112.29,1/1/2023 8:30,Merchant,Merchant,ATM,5000.33,GBP,44,687.3,PC,UK,888.04,0
DEBIT,1908.3,1/1/2023 8:31,Business,Business,ATM,1396.22,INR,33,386.28,Tablet,Kenya,0,0
TRANSFER,3880.3,1/1/2023 8:32,Merchant,Personal,Bank Transfer,6992.59,EUR,20,1222.55,Mobile,Kenya,3112.29,0
DEBIT,4822.74,1/1/2023 8:33,Personal,Business,POS,2140.13,USD,48,1438.77,Mobile,Germany,0,0
DEBIT,1026.79,1/1/2023 8:34,Merchant,Business,POS,4468.17,USD,30,668.29,Mobile,Kenya,3441.38,0
PAYMENT,2621.41,1/1/2023 8:35,Business,Personal,Mobile,743.51,GBP,44,1102.04,PC,Germany,0,0
CASH_OUT,1442.82,1/1/2023 8:36,Personal,Business,Online,8270.55,KES,9,1397.3,Mobile,USA,6827.73,0
CREDIT,3966.34,1/1/2023 8:37,Business,Merchant,Mobile,1346.81,EUR,45,871.61,PC,UK,0,0
CREDIT,2892.19,1/1/2023 8:38,Personal,Personal,Mobile,9040.67,INR,49,1715.33,PC,Germany,6148.48,0
PAYMENT,3176.57,1/1/2023 8:39,Merchant,Merchant,Mobile,8655.88,KES,17,1554.52,Mobile,Canada,5479.31,0
DEBIT,3991.59,1/1/2023 8:40,Personal,Personal,Mobile,4699.37,GBP,36,176.1,Mobile,Australia,707.78,0
TRANSFER,1985.89,1/1/2023 8:41,Personal,Merchant,POS,7469.25,KES,14,1261.19,PC,UK,5483.36,1
DEBIT,4576.3,1/1/2023 8:42,Merchant,Merchant,Online,6232.51,GBP,19,508.88,PC,Australia,1656.21,0
PAYMENT,2669.81,1/1/2023 8:43,Business,Business,Mobile,8050.45,USD,7,1137.16,Mobile,Canada,5380.64,0
CREDIT,798.19,1/1/2023 8:44,Merchant,Merchant,POS,4374.87,USD,3,1915.93,PC,India,3576.68,0
DEBIT,3482.54,1/1/2023 8:45,Personal,Business,Mobile,7879.5,KES,33,1764.17,PC,Canada,4396.96,0
CREDIT,3968.37,1/1/2023 8:46,Merchant,Personal,ATM,4678.32,EUR,44,838.81,Mobile,USA,709.95,0
TRANSFER,1590.64,1/1/2023 8:47,Personal,Merchant,Mobile,9415.56,INR,32,618.45,Mobile,India,7824.92,0
CREDIT,4287.32,1/1/2023 8:48,Merchant,Merchant,Mobile,4915.08,GBP,47,507.09,Tablet,India,627.76,0
CREDIT,4531.65,1/1/2023 8:49,Merchant,Personal,Bank Transfer,4679.93,INR,11,1088.4,Mobile,Kenya,148.28,0
CASH_OUT,1391.75,1/1/2023 8:50,Business,Personal,ATM,7872.21,USD,42,272.78,Mobile,Canada,6480.46,0
CASH_OUT,4917.77,1/1/2023 8:51,Personal,Merchant,Online,8233.62,EUR,2,1121.09,Mobile,Kenya,3315.85,0
CASH_OUT,712.15,1/1/2023 8:52,Business,Personal,Mobile,5589.44,EUR,26,52.6,Tablet,Canada,4877.29,0
CREDIT,1018.06,1/1/2023 8:53,Personal,Business,Online,1880,INR,4,681.51,PC,India,861.94,0
PAYMENT,929.28,1/1/2023 8:54,Merchant,Personal,ATM,4730.81,USD,17,478.87,Mobile,Kenya,3801.53,0
CREDIT,4471.01,1/1/2023 8:55,Personal,Personal,Mobile,9683.92,INR,17,1943.88,Mobile,Australia,5212.91,0
PAYMENT,3274.92,1/1/2023 8:56,Business,Merchant,Bank Transfer,7554.56,KES,28,1468.12,Tablet,UK,4279.64,0
PAYMENT,769,1/1/2023 8:57,Business,Business,POS,8130.51,EUR,30,731.82,Tablet,Canada,7361.51,1
CASH_OUT,2207.21,1/1/2023 8:58,Business,Personal,Bank Transfer,424.97,EUR,40,231.05,Tablet,Canada,0,0
DEBIT,3080.34,1/1/2023 8:59,Personal,Business,Bank Transfer,4731.81,KES,23,1057.76,PC,Kenya,1651.47,0
TRANSFER,426.49,1/1/2023 9:00,Business,Business,POS,6501.55,USD,46,466.22,Tablet,Canada,6075.06,0
CASH_OUT,4413.26,1/1/2023 9:01,Business,Business,POS,8317.32,EUR,24,1096.04,PC,India,3904.06,0
CASH_OUT,4019.98,1/1/2023 9:02,Business,Merchant,POS,587.81,GBP,29,1678.96,Mobile,Kenya,0,0
DEBIT,2530.98,1/1/2023 9:03,Merchant,Personal,Mobile,8539.14,GBP,4,1250.8,Mobile,Kenya,6008.16,0
TRANSFER,4835.96,1/1/2023 9:04,Merchant,Merchant,Online,5529.17,USD,38,1285.89,Mobile,Germany,693.21,0
CREDIT,2094.63,1/1/2023 9:05,Personal,Personal,Online,2053.41,KES,29,1105.01,Tablet,Australia,0,0
CREDIT,4920.71,1/1/2023 9:06,Personal,Personal,POS,3240.83,INR,19,1858.17,Mobile,Australia,0,0
CASH_OUT,3342.92,1/1/2023 9:07,Business,Merchant,Bank Transfer,2891.1,USD,27,1867.21,Tablet,Germany,0,0
TRANSFER,3177.01,1/1/2023 9:08,Merchant,Business,ATM,5355.5,INR,29,1049.81,PC,India,2178.49,0
CASH_OUT,838.11,1/1/2023 9:09,Business,Business,POS,611.69,USD,36,646.23,Mobile,UK,0,0
PAYMENT,4410.82,1/1/2023 9:10,Business,Personal,Bank Transfer,1669.51,GBP,35,946.19,PC,Canada,0,0
CASH_OUT,2143.17,1/1/2023 9:11,Merchant,Merchant,Bank Transfer,8145.66,KES,6,413.79,Tablet,USA,6002.49,0
CASH_OUT,819.54,1/1/2023 9:12,Merchant,Business,Mobile,1412.78,GBP,23,1290.87,Tablet,Canada,593.24,0
CREDIT,72.91,1/1/2023 9:13,Merchant,Business,Mobile,2410.62,KES,39,1025.18,Mobile,USA,2337.71,1
CREDIT,2803.18,1/1/2023 9:14,Personal,Personal,Online,4588.37,INR,46,251.44,Mobile,Australia,1785.19,0
CREDIT,2641.72,1/1/2023 9:15,Personal,Personal,Online,5219.5,USD,44,435.41,Tablet,India,2577.78,0
PAYMENT,3599.57,1/1/2023 9:16,Business,Merchant,ATM,7659.74,EUR,48,985.28,Mobile,UK,4060.17,0
CREDIT,4452.39,1/1/2023 9:17,Personal,Personal,ATM,4528.59,EUR,8,1780.8,Mobile,UK,76.2,0
TRANSFER,406.24,1/1/2023 9:18,Merchant,Business,ATM,7919.66,KES,2,1154.46,PC,UK,7513.42,0
DEBIT,3660.17,1/1/2023 9:19,Merchant,Business,ATM,6221.63,KES,13,1378.99,Tablet,Germany,2561.46,0
TRANSFER,945.19,1/1/2023 9:20,Personal,Business,Bank Transfer,1219.69,GBP,40,711.11,PC,India,274.5,0
TRANSFER,4292.3,1/1/2023 9:21,Business,Business,Bank Transfer,1647.68,EUR,21,1164.25,Mobile,USA,0,0
CREDIT,4097.13,1/1/2023 9:22,Business,Merchant,Online,4426.63,GBP,31,922.39,PC,UK,329.5,0
DEBIT,2708.56,1/1/2023 9:23,Personal,Merchant,Mobile,4029.2,INR,48,1335.3,Tablet,India,1320.64,1
DEBIT,3554.11,1/1/2023 9:24,Business,Personal,Mobile,7461.09,EUR,36,148.62,PC,Canada,3906.98,0
DEBIT,1578.61,1/1/2023 9:25,Business,Personal,POS,5849.3,INR,48,1011.94,PC,USA,4270.69,0
PAYMENT,2361.13,1/1/2023 9:26,Business,Personal,Bank Transfer,3942.52,USD,38,627.19,Mobile,Australia,1581.39,0
CREDIT,4109.97,1/1/2023 9:27,Merchant,Merchant,ATM,1790.53,GBP,27,686.06,Tablet,Germany,0,0
DEBIT,2301.73,1/1/2023 9:28,Merchant,Business,ATM,2345.69,KES,36,1923.79,Mobile,Kenya,43.96,0
PAYMENT,1795.41,1/1/2023 9:29,Personal,Personal,POS,5797.46,EUR,48,406.25,Mobile,USA,4002.05,0
CASH_OUT,2476.12,1/1/2023 9:30,Merchant,Business,Mobile,4292.04,GBP,23,656.93,Tablet,Australia,1815.92,0
CASH_OUT,4142.96,1/1/2023 9:31,Business,Personal,ATM,5197.78,KES,21,1044.29,PC,Australia,1054.82,0
PAYMENT,1682.69,1/1/2023 9:32,Merchant,Personal,Mobile,1789.71,USD,13,1732.9,Mobile,Australia,107.02,0
PAYMENT,877.07,1/1/2023 9:33,Personal,Personal,POS,6662.77,EUR,37,862.51,PC,Canada,5785.7,0
CREDIT,3562.95,1/1/2023 9:34,Merchant,Personal,Mobile,8540.13,INR,47,1500.54,Tablet,USA,4977.18,0
CREDIT,4131.63,1/1/2023 9:35,Business,Personal,Mobile,2653.6,USD,26,1719.93,Mobile,USA,0,0
CASH_OUT,512.18,1/1/2023 9:36,Business,Business,Mobile,4965.99,KES,40,654.53,PC,Kenya,4453.81,0
DEBIT,1206.97,1/1/2023 9:37,Personal,Personal,ATM,9757.72,EUR,7,815.86,PC,UK,8550.75,0
CASH_OUT,718.44,1/1/2023 9:38,Merchant,Business,Online,3399.09,EUR,46,745.28,Mobile,Canada,2680.65,0
DEBIT,1746.23,1/1/2023 9:39,Merchant,Merchant,Bank Transfer,5990.96,USD,39,1674.07,Tablet,Australia,4244.73,0
DEBIT,2257.25,1/1/2023 9:40,Merchant,Personal,Mobile,992.94,EUR,22,136.48,PC,Kenya,0,0
CREDIT,3746.64,1/1/2023 9:41,Business,Business,Mobile,6099.55,KES,39,651.42,Tablet,USA,2352.91,0
TRANSFER,3259.23,1/1/2023 9:42,Personal,Merchant,Mobile,987.35,USD,23,1374.85,Mobile,Canada,0,0
TRANSFER,3108.43,1/1/2023 9:43,Merchant,Merchant,Online,9596.43,INR,30,1152.61,PC,Germany,6488,1
PAYMENT,1768.35,1/1/2023 9:44,Business,Merchant,POS,7185.06,USD,18,900.76,PC,USA,5416.71,0
CREDIT,4208.82,1/1/2023 9:45,Business,Business,ATM,7902.78,USD,42,1102.9,PC,Germany,3693.96,0
DEBIT,2361.72,1/1/2023 9:46,Business,Personal,Online,7070.63,INR,18,435.29,Tablet,India,4708.91,0
TRANSFER,4895.73,1/1/2023 9:47,Merchant,Personal,Mobile,5938.32,KES,46,889.9,PC,Germany,1042.59,0
DEBIT,3174.37,1/1/2023 9:48,Merchant,Business,Online,4554.14,GBP,10,1028.32,PC,USA,1379.77,0
TRANSFER,640.06,1/1/2023 9:49,Merchant,Personal,Online,8597.9,GBP,39,1807.32,Mobile,Kenya,7957.84,0
TRANSFER,3384.13,1/1/2023 9:50,Merchant,Business,Online,9572.67,INR,30,558.63,PC,USA,6188.54,0
TRANSFER,1632.27,1/1/2023 9:51,Merchant,Personal,POS,5040.46,KES,26,1742.27,Tablet,USA,3408.19,0
CREDIT,3434.77,1/1/2023 9:52,Merchant,Merchant,Bank Transfer,9322.2,EUR,7,1306.27,Mobile,India,5887.43,0
CASH_OUT,357.51,1/1/2023 9:53,Merchant,Personal,ATM,5875,INR,7,89.66,Mobile,Australia,5517.49,0
DEBIT,882.66,1/1/2023 9:54,Merchant,Business,POS,5430,GBP,5,1463.03,PC,UK,4547.34,0
CREDIT,4280.13,1/1/2023 9:55,Merchant,Business,POS,4599.38,KES,1,119.33,Mobile,USA,319.25,0
CREDIT,1143.63,1/1/2023 9:56,Business,Merchant,Bank Transfer,2171.95,USD,46,1994.89,PC,India,1028.32,0
CREDIT,4186.84,1/1/2023 9:57,Merchant,Business,POS,136.82,KES,18,1751.64,Mobile,Kenya,0,0
CREDIT,1403.59,1/1/2023 9:58,Personal,Personal,Online,2490.91,KES,13,629.82,Tablet,India,1087.32,1
CREDIT,3217.98,1/1/2023 9:59,Business,Personal,Online,5146.26,GBP,25,551.95,PC,India,1928.28,0
PAYMENT,3473.81,1/1/2023 10:00,Merchant,Merchant,Mobile,3861.6,GBP,40,793.81,Tablet,Germany,387.79,0
DEBIT,2568.15,1/1/2023 10:01,Personal,Business,POS,4540,EUR,8,744.53,PC,UK,1971.85,0
CREDIT,1533.5,1/1/2023 10:02,Merchant,Merchant,Mobile,9808.42,EUR,10,776.06,Tablet,UK,8274.92,0
DEBIT,1071.1,1/1/2023 10:03,Personal,Personal,ATM,3567.7,INR,32,670.64,Tablet,Canada,2496.6,0
PAYMENT,175.61,1/1/2023 10:04,Personal,Merchant,Online,4576.61,USD,17,1261.21,Mobile,Australia,4401,0
PAYMENT,1526.69,1/1/2023 10:05,Personal,Business,ATM,1421.8,EUR,38,370.31,PC,Kenya,0,0
DEBIT,3269.28,1/1/2023 10:06,Personal,Merchant,Bank Transfer,574.78,GBP,15,1699.66,Mobile,Canada,0,0
TRANSFER,4692.14,1/1/2023 10:07,Business,Business,Online,7776.55,KES,15,1634.18,Tablet,Australia,3084.41,0
CASH_OUT,4357.31,1/1/2023 10:08,Business,Business,ATM,5749.76,INR,48,979.14,PC,Australia,1392.45,0
TRANSFER,3832.66,1/1/2023 10:09,Personal,Personal,Bank Transfer,7630.98,EUR,40,1712.82,Tablet,India,3798.32,0
TRANSFER,3944.35,1/1/2023 10:10,Merchant,Personal,ATM,1583.64,KES,20,531.93,Tablet,Kenya,0,0
TRANSFER,3328.27,1/1/2023 10:11,Personal,Personal,Bank Transfer,5761.1,KES,15,84.25,Tablet,Australia,2432.83,0
CREDIT,1308.83,1/1/2023 10:12,Business,Business,Bank Transfer,2611.06,EUR,35,1257.46,Tablet,Kenya,1302.23,0
PAYMENT,4536.9,1/1/2023 10:13,Merchant,Merchant,Online,2357.81,USD,6,942.92,Mobile,UK,0,1
TRANSFER,3356.95,1/1/2023 10:14,Business,Business,Mobile,214.11,USD,30,1155.97,Tablet,UK,0,0
PAYMENT,2806.6,1/1/2023 10:15,Business,Personal,Bank Transfer,1390.37,INR,8,1803.71,Mobile,UK,0,0
DEBIT,563.84,1/1/2023 10:16,Merchant,Personal,Bank Transfer,3161.75,USD,31,1941.35,Tablet,USA,2597.91,0
CASH_OUT,2240.81,1/1/2023 10:17,Personal,Merchant,Online,1257.1,INR,48,1287.18,PC,India,0,0
DEBIT,2307.19,1/1/2023 10:18,Personal,Personal,Mobile,9860,GBP,47,1539.91,Tablet,Kenya,7552.81,0
DEBIT,4324.17,1/1/2023 10:19,Personal,Personal,POS,3155.46,EUR,32,213.43,Tablet,India,0,0
CREDIT,2737.77,1/1/2023 10:20,Personal,Personal,POS,1390.21,KES,45,363.4,PC,Australia,0,0
CASH_OUT,1908.2,1/1/2023 10:21,Merchant,Merchant,Mobile,2070.91,INR,15,1479.75,PC,Kenya,162.71,0
DEBIT,4884.23,1/1/2023 10:22,Merchant,Business,ATM,5918.26,USD,18,891.16,Tablet,Kenya,1034.03,0
DEBIT,562.5,1/1/2023 10:23,Merchant,Personal,Online,734.03,INR,13,919.63,Tablet,Canada,171.53,0
CASH_OUT,2118.52,1/1/2023 10:24,Business,Merchant,Mobile,8638.1,INR,24,651.78,Mobile,Kenya,6519.58,0
CASH_OUT,219.7,1/1/2023 10:25,Merchant,Personal,POS,9618.85,USD,40,1234.34,PC,Kenya,9399.15,0
DEBIT,3702.12,1/1/2023 10:26,Personal,Merchant,Bank Transfer,2542.8,USD,14,411.07,PC,Germany,0,0
CASH_OUT,4591.2,1/1/2023 10:27,Business,Personal,POS,4555.94,EUR,28,1272.49,Mobile,Germany,0,0
DEBIT,1407.39,1/1/2023 10:28,Personal,Merchant,Bank Transfer,319.13,KES,11,388.91,Tablet,Canada,0,0
DEBIT,4293.12,1/1/2023 10:29,Personal,Personal,Online,6443.03,EUR,6,174.46,Tablet,USA,2149.91,0
CREDIT,1468.17,1/1/2023 10:30,Merchant,Business,Bank Transfer,4197.87,EUR,25,694.2,PC,UK,2729.7,0
TRANSFER,4554.74,1/1/2023 10:31,Merchant,Personal,Mobile,2773.58,USD,1,500.72,Mobile,Australia,0,0
DEBIT,3772.27,1/1/2023 10:32,Personal,Merchant,Bank Transfer,2147.69,USD,25,1783.53,Tablet,Australia,0,0
PAYMENT,4026.48,1/1/2023 10:33,Personal,Personal,ATM,6574.83,KES,2,157.16,PC,Kenya,2548.35,1
TRANSFER,99.85,1/1/2023 10:34,Business,Business,Mobile,4220.55,INR,32,394.4,Tablet,India,4120.7,0
TRANSFER,4814.42,1/1/2023 10:35,Merchant,Personal,Online,1878.63,EUR,13,1120,Tablet,Australia,0,0
TRANSFER,3636.09,1/1/2023 10:36,Business,Merchant,Mobile,6922.18,KES,33,988.08,Tablet,Germany,3286.09,0
CREDIT,1530.71,1/1/2023 10:37,Business,Merchant,ATM,5694.22,EUR,32,139.41,PC,UK,4163.51,0
DEBIT,4148.68,1/1/2023 10:38,Business,Business,Online,8600.85,INR,24,64.14,Mobile,USA,4452.17,0
CREDIT,1414.79,1/1/2023 10:39,Personal,Merchant,POS,1263.01,EUR,27,1976.73,Mobile,UK,0,0
DEBIT,4365.04,1/1/2023 10:40,Business,Personal,ATM,7878.1,GBP,4,1334.73,Tablet,Kenya,3513.06,0
CREDIT,571.78,1/1/2023 10:41,Business,Personal,Online,6767.82,KES,24,762.54,Mobile,UK,6196.04,0
CREDIT,3521.39,1/1/2023 10:42,Personal,Personal,Bank Transfer,1238.61,USD,23,967.34,Tablet,Kenya,0,0
PAYMENT,2708.09,1/1/2023 10:43,Merchant,Merchant,Mobile,6978.73,EUR,29,569.77,PC,Canada,4270.64,0
CREDIT,491.71,1/1/2023 10:44,Merchant,Personal,Online,4471.32,KES,34,722.5,PC,Germany,3979.61,0
CASH_OUT,1217.05,1/1/2023 10:45,Business,Personal,Mobile,9455.35,KES,21,1315.64,PC,Germany,8238.3,0
PAYMENT,71.9,1/1/2023 10:46,Personal,Personal,Bank Transfer,1501.95,EUR,30,1771.48,Tablet,Kenya,1430.05,0
CREDIT,2349.15,1/1/2023 10:47,Merchant,Business,Online,6464.05,USD,26,409.05,Mobile,India,4114.9,0
TRANSFER,1513.31,1/1/2023 10:48,Business,Merchant,POS,3881.6,USD,20,1688.7,PC,Germany,2368.29,0
CASH_OUT,2995.8,1/1/2023 10:49,Business,Merchant,ATM,9572.47,EUR,16,287.04,Tablet,India,6576.67,0
CASH_OUT,1493.22,1/1/2023 10:50,Personal,Merchant,Online,3366.75,KES,3,469.23,Mobile,Kenya,1873.53,0
CASH_OUT,1506.6,1/1/2023 10:51,Business,Business,Bank Transfer,9625.64,USD,49,122.49,Mobile,Canada,8119.04,0
PAYMENT,3718.53,1/1/2023 10:52,Merchant,Merchant,Online,9024.71,EUR,37,324.58,Mobile,Kenya,5306.18,0
CREDIT,250.23,1/1/2023 10:53,Personal,Business,Mobile,2776.79,EUR,40,1838.74,Tablet,Canada,2526.56,0
CREDIT,4515.45,1/1/2023 10:54,Merchant,Business,Online,8055.06,EUR,44,945.91,Tablet,Australia,3539.61,0
TRANSFER,4262.8,1/1/2023 10:55,Merchant,Merchant,POS,9956.48,KES,25,201.45,Tablet,Germany,5693.68,0
TRANSFER,3342.35,1/1/2023 10:56,Merchant,Personal,Online,2601.36,USD,23,1921.47,PC,India,0,0
CASH_OUT,2970.18,1/1/2023 10:57,Business,Personal,ATM,4424.09,KES,44,1764.04,Tablet,Kenya,1453.91,0
TRANSFER,4462.59,1/1/2023 10:58,Business,Merchant,Online,5249.79,GBP,1,1521.63,PC,Australia,787.2,0
PAYMENT,934.8,1/1/2023 10:59,Merchant,Merchant,Mobile,3019.82,USD,33,1870.27,PC,Germany,2085.02,0
CREDIT,404.06,1/1/2023 11:00,Merchant,Business,Online,251.12,KES,15,479.25,PC,Australia,0,0
CASH_OUT,1205.16,1/1/2023 11:01,Personal,Merchant,POS,2279.28,USD,17,1680.92,Tablet,Canada,1074.12,0
TRANSFER,3974.95,1/1/2023 11:02,Personal,Business,Bank Transfer,2891.18,GBP,34,1395.48,PC,Kenya,0,0
PAYMENT,183,1/1/2023 11:03,Business,Merchant,Online,4491.64,INR,17,1746.03,Tablet,Australia,4308.64,0
PAYMENT,2918.21,1/1/2023 11:04,Business,Personal,Online,1793.91,EUR,41,1603.98,Tablet,Australia,0,0
TRANSFER,4977.23,1/1/2023 11:05,Personal,Personal,ATM,8745.22,KES,44,725.67,PC,Canada,3767.99,0
CREDIT,4279.92,1/1/2023 11:06,Merchant,Merchant,POS,7078.62,GBP,4,1560.08,PC,UK,2798.7,0
TRANSFER,2612.01,1/1/2023 11:07,Business,Business,Bank Transfer,943.48,GBP,13,561.79,PC,Canada,0,0
CASH_OUT,327.57,1/1/2023 11:08,Merchant,Personal,Mobile,6535.92,USD,4,690.75,Tablet,UK,6208.35,0
TRANSFER,4158.55,1/1/2023 11:09,Personal,Business,Online,6571.2,USD,7,260.42,Tablet,Germany,2412.65,0
PAYMENT,2998.9,1/1/2023 11:10,Business,Merchant,Bank Transfer,9566.59,EUR,46,1873.4,PC,Kenya,6567.69,0
TRANSFER,583.52,1/1/2023 11:11,Business,Merchant,Mobile,129.91,USD,9,617.46,PC,Australia,0,0
CREDIT,478.35,1/1/2023 11:12,Personal,Personal,POS,2554.53,KES,23,1065.21,Mobile,Germany,2076.18,0
DEBIT,4549.04,1/1/2023 11:13,Business,Merchant,POS,9285.14,KES,33,813.1,PC,USA,4736.1,0
TRANSFER,3349.31,1/1/2023 11:14,Personal,Personal,Bank Transfer,9328.13,KES,33,1921.86,Mobile,Canada,5978.82,0
CREDIT,4148.14,1/1/2023 11:15,Business,Business,Mobile,7233.81,INR,20,703.35,Mobile,Germany,3085.67,0
CREDIT,4396.1,1/1/2023 11:16,Personal,Personal,POS,7681.06,KES,4,1568.16,Tablet,Germany,3284.96,0
PAYMENT,2863.14,1/1/2023 11:17,Business,Personal,Bank Transfer,1005.68,USD,1,1718.06,Tablet,Australia,0,0
CREDIT,2592.06,1/1/2023 11:18,Merchant,Business,POS,5187.37,USD,42,899.43,Mobile,UK,2595.31,1
CREDIT,2157.83,1/1/2023 11:19,Merchant,Personal,POS,2392.67,KES,34,787.44,Mobile,Canada,234.84,0
CREDIT,1591.56,1/1/2023 11:20,Merchant,Personal,POS,1894.06,GBP,27,1508.1,PC,UK,302.5,0
CREDIT,2178.63,1/1/2023 11:21,Business,Merchant,ATM,8122,GBP,21,1830.15,Mobile,Kenya,5943.37,0
CASH_OUT,3871.66,1/1/2023 11:22,Business,Business,Mobile,1436.88,GBP,24,1522.12,PC,Germany,0,0
CASH_OUT,3013.6,1/1/2023 11:23,Merchant,Personal,Bank Transfer,4739.65,EUR,15,492.9,Tablet,Canada,1726.05,0
PAYMENT,4463.69,1/1/2023 11:24,Merchant,Business,Bank Transfer,9391.92,INR,35,1782.2,PC,Germany,4928.23,0
TRANSFER,2222.47,1/1/2023 11:25,Personal,Business,Mobile,1939.74,KES,25,805.78,Tablet,Kenya,0,0
CREDIT,3039.38,1/1/2023 11:26,Personal,Personal,Mobile,9782.13,EUR,9,1173.65,Mobile,India,6742.75,0
TRANSFER,3160.22,1/1/2023 11:27,Personal,Merchant,Mobile,9943.45,GBP,17,1671.3,Mobile,Kenya,6783.23,0
TRANSFER,2962.57,1/1/2023 11:28,Merchant,Business,Mobile,5600.61,KES,21,417.37,Mobile,UK,2638.04,0
